taxon_code,Population,sp_beast2,Disturbance,Elevation,Latitude,Longitude,Endemic class,NCUR_m1,NANC_m1,T_m1,NCUR_m2,NANC_m2,T_m2,NCUR_m3,NANC_m3,T_m3,NCUR_m4,NANC_m4,T_m4,total_loci,mean_missing,Average_Depth
technomyrmex_vitiensis,technomyrmex_vitiensis_vl,Technomyrmex.vitiensis_EGP0101G03_Fiji,4.290322581,475.9032258,-18.0553,178.424,widespread pacific native,234642,820,1662,57547820,10571005,1859,1731712586,9032120,1488,114277455,9327631,1485,32956,0.216597032,219.15
tetramorium_insolens,tetramorium_insolens_kv,Tetramorium.insolens_EGP0064B06_Fiji,4,94,-19.0775,178.121,widespread pacific native,16128346,9650919,1439,116799106,1639887,3157,1529515291,9014682,876,97628887,8662720,1120,6472,0,125.14
tetramorium_insolens,tetramorium_insolens_vl,Tetramorium.insolens_EGP0064B06_Fiji,4.230769231,307.2307692,-18.2206,177.817,widespread pacific native,13842598,8648498,1950,145385252,9455844,473,1878221294,8413222,762,122285661,8747419,1494,3701,0,123
tetramorium_manni,tetramorium_manni_ta,Tetramorium.manni_EGP0064E11_Fiji,4.5,713,-16.8409,-179.968,endemic,236499,163867051,28,9987699,138852580,145259,9815476,1747362215,452,11011828,115974947,722,8031,0,93.81
tetramorium_manni,tetramorium_manni_vl,Tetramorium.manni_EGP0064E11_Fiji,4.416666667,594.5833333,-17.6211,178,endemic,9013509,109996787,1868,8474756,94409998,880612,1522257,1188863718,210,2649680,78643623,450,4017,0.218964014,199.13
tetramorium_manni,tetramorium_manni_vn,Tetramorium.manni_EGP0064E11_Fiji,3.857142857,266.8571429,-16.6814,179.188,endemic,595179,160685414,127,9564375,139433680,132963,8975887,1784999058,195,8819264,116007886,1728,9076,0.135704506,155.96
tetramorium_pacificum,tetramorium_pacificum_bq,Tetramorium.pacificum_EGP0065G07_Fiji,5,254,-18.4042,178.137,widespread pacific native,227777530,4632123,488,189678462,9484217,1522,2464637143,8494232,1610,157934979,8627431,785,13259,0.1402233,88.66
tetramorium_pacificum,tetramorium_pacificum_ga,Tetramorium.pacificum_EGP0065G07_Fiji,4.888888889,439.6666667,-17.9796,179.276,widespread pacific native,240380311,1926263,555,207096224,1795771,2151,256618984,8734047,781,171150129,8796608,2221,11959,0.229655329,90.69
tetramorium_pacificum,tetramorium_pacificum_kr,Tetramorium.pacificum_EGP0065G07_Fiji,3.875,460.125,-17.2875,179.402,widespread pacific native,3556114,443139,43,153216390,11301336,861,190050543,9231923,280,124765675,8929970,301,5594,0.213995039,145.03
tetramorium_pacificum,tetramorium_pacificum_kv,Tetramorium.pacificum_EGP0065G07_Fiji,4.4,313.6,-19.0775,178.121,widespread pacific native,232416053,8602053,3177,197884600,9573995,829,2500513040,8278354,1714,164987751,10394658,2857,7127,0.167500894,82.03
tetramorium_pacificum,tetramorium_pacificum_la,Tetramorium.pacificum_EGP0065G07_Fiji,5,375,-17.6873,178.825,widespread pacific native,9361307,11607,52292,7179912,8157,46443,6643829,17850,86128,794665,5940,49842,1581,0,63.18
tetramorium_pacificum,tetramorium_pacificum_lk,Tetramorium.pacificum_EGP0065G07_Fiji,4,100,-18.2208,-178.784,widespread pacific native,259630880,8914774,372,221669719,9966520,506,2859320386,9870883,622,187498822,8326692,1320,4541,0.243837987,91.39
tetramorium_pacificum,tetramorium_pacificum_ta,Tetramorium.pacificum_EGP0065G07_Fiji,4.333333333,413.25,-16.8553,-179.889,widespread pacific native,247057181,8549799,1915,209574688,10471539,3201,678469332,9215508,1931,175572204,9701691,625,7728,0,87.2
tetramorium_pacificum,tetramorium_pacificum_vl,Tetramorium.pacificum_EGP0065G07_Fiji,4.27027027,493.2702703,-18.1736,178.257,widespread pacific native,167869183,8990403,307,144757036,5353359,1168,1812424358,8413280,961,119924003,8755411,2530,20302,0.238375604,147.08
tetramorium_pacificum,tetramorium_pacificum_vn,Tetramorium.pacificum_EGP0065G07_Fiji,3.956521739,271,-16.5325,179.017,widespread pacific native,166748985,9963935,251,139688478,8612631,117,1741896109,9511011,1279,117155640,1688450,88,20888,0.145084228,142.99
tetramorium_simillimum,tetramorium_simillimum_kr,Tetramorium.simillimum_EGP0066G11_Fiji,4,207.5,-17.2658,179.37,Exotic,2851560,2883,72310,3819808,3970,90129,3566003,3730,93314,3797604,3842,98772,8905,0.134957871,56.13
tetramorium_simillimum,tetramorium_simillimum_vl,Tetramorium.simillimum_EGP0066G11_Fiji,2.8,399,-18.0314,178.533,Exotic,131165625,8575874,843,54150296,8442169,953,1432957742,7573767,508,90854388,9671718,377,13857,0,275.19
tetramorium_tonganum,tetramorium_tonganum_ga,Tetramorium.tonganum_EGP0067D04_Fiji,4.75,453.75,-17.9836,179.277,widespread pacific native,664278,35773,91541,36759954,41422,121967,362619,39186,97352,43530511,46757,118759,3708,0.146400135,56.76
tetramorium_tonganum,tetramorium_tonganum_vl,Tetramorium.tonganum_EGP0067D04_Fiji,4.25,363.8125,-18.0867,178.379,widespread pacific native,181143665,8565070,996,150708932,8155692,476,1909103042,9254126,3591,127236091,8538275,1032,5875,0,163.2
tetramorium_tonganum,tetramorium_tonganum_vn,Tetramorium.tonganum_EGP0067D04_Fiji,4,227,-16.5332,179.018,widespread pacific native,139354260,9143101,1836,117438604,10351843,621,1487514052,8948698,1023,99188994,10959090,505,7218,0.161653495,176.32
vollenhovia_fj01,vollenhovia_fj01_vl,Vollenhovia.fj01_EGP0067E03_Fiji,4.777777778,522.2222222,-18.076,178.363,endemic,8634578,302409288,2509,7680955,260996788,14094,8767657,3273628278,1928,440346,216024233,61,7290,0.069871617,118.75
